"Timestamp","Value"
0.000000,0
0.983460,1
1.648600,0
1.649220,1
2.248120,0
2.285560,1
2.938840,0
2.939480,1
3.538300,0
3.575780,1
4.228940,0
4.229560,1
4.828340,0
4.865800,1
5.518900,0
5.519520,1
6.118240,0
6.155700,1
6.808720,0
6.809360,1
7.408060,0
7.445520,1
8.098600,0
8.099220,1
8.697920,0
8.735360,1
9.388520,0
9.389140,1
9.987960,0
10.025420,1
10.678700,0
10.679320,1
11.278140,0
11.315620,1
11.968840,0
11.969460,1
12.568160,0
12.605620,1
13.258880,0
13.259500,1
13.858420,0
13.895900,1
14.549160,0
14.549780,1
15.148560,0
15.186020,1
15.839180,0
15.839800,1
16.438600,0
16.476060,1
17.129220,0
17.129840,1
17.728720,0
17.766180,1
18.419500,0
18.420120,1
19.019060,0
19.056520,1
19.709840,0
19.710480,1
20.309460,0
20.346920,1
21.000240,0
21.000880,1
21.599660,0
21.637120,1
22.290360,0
22.291000,1
22.889780,0
22.927240,1
23.580380,0
23.581000,1
24.179800,0
24.217260,1
24.870300,0
24.870920,1
25.469580,0
25.507020,1
26.160240,0
26.160860,1
26.759580,0
26.797020,1
27.450040,0
27.450680,1
28.049440,0
28.086900,1
28.740020,0
28.740640,1
29.339400,0
29.376860,1
30.030000,0
30.030620,1
30.629420,0
30.666880,1
31.320120,0
31.320740,1
31.671640,0
