time (ms),Avg Current (mA),Min Current (mA),Max Current (mA),Avg Power (mW),Min Power (mW),Max Power (mW)
4229,5.2,4.96,5.48,15.6,14.9,16.4
4186,5.2,4.95,5.49,15.6,14.9,16.5
4314,5.2,4.95,5.5,15.6,14.9,16.5
4229,5.2,4.95,5.51,15.6,14.9,16.5
4314,5.2,4.95,16.5,15.6,14.9,16.5
4143,5.2,4.96,5.33,15.6,14.9,16
4229,5.2,4.96,5.5,15.6,14.9,16.5
4271,5.2,4.96,5.51,15.6,14.9,16.5
4271,5.2,4.96,5.51,15.6,14.9,16.5
4314,5.2,4.96,5.51,15.6,14.9,16.5
