time (ms),Avg Current (mA),Min Current (mA),Max Current (mA),Avg Power (mW),Min Power (mW),Max Power (mW)
4400,5.15,4.92,5.52,15.5,14.8,16.6
4613,5.16,4.92,5.52,15.5,14.8,16.5
4528,5.15,4.92,5.53,15.5,14.8,16.6
4699,5.16,4.92,5.54,15.5,14.8,16.6
4400,5.15,4.92,5.53,15.5,14.8,16.6
4656,5.16,4.92,5.53,15.5,14.8,16.6
4442,5.15,4.92,5.52,15.5,14.8,16.6
4485,5.15,4.92,5.53,15.5,14.8,16.6
4400,5.15,4.92,5.53,15.5,14.8,16.6
4523,5.15,4.92,5.53,15.5,14.8,16.6
