time (ms),Avg Current (mA),Min Current (mA),Max Current (mA),Avg Power (mW),Min Power (mW),Max Power (mW)
7963,17.8,9.59,27.8,53.5,28.7,82.9
7953,19.6,13.7,28.2,58.8,41.1,84.3
7953,19.6,13.7,28.2,58.8,41.1,84.3
7963,19.6,13.7,28.2,58.8,41.1,84.3
7942,19.6,13.7,28.2,58.8,41.1,84.3
7953,19.6,13.7,28.2,58.8,41.1,84.3
7974,19.6,13.7,28.2,58.8,41.1,84.2
7963,19.6,13.7,28.2,58.8,41.1,84.2
7953,19.6,13.7,28.2,58.8,41.1,84.2
7953,19.6,13.7,28.2,58.7,41.1,84.2
