"Timestamp","Value"
0.000000,0
0.757800,1
1.069020,0
1.107180,1
1.407400,0
1.445560,1
1.745760,0
1.783900,1
2.084080,0
2.122240,1
2.422500,0
2.460660,1
2.760900,0
2.799060,1
3.099260,0
3.137420,1
3.437640,0
3.475800,1
3.775980,0
3.814120,1
4.114340,0
4.152520,1
4.452800,0
4.490980,1
4.791280,0
4.829460,1
5.129720,0
5.167880,1
5.468120,0
5.506280,1
5.806500,0
5.844680,1
6.144900,0
6.183060,1
6.483360,0
6.521520,1
6.821820,0
6.859980,1
7.160300,0
7.198460,1
7.498720,0
7.536900,1
7.837200,0
7.875360,1
8.175660,0
8.213820,1
8.514040,0
8.552200,1
8.852380,0
8.890540,1
9.190720,0
9.228880,1
9.529120,0
9.567280,1
9.867440,0
9.905600,1
10.205720,0
10.243860,1
10.544000,0
10.582160,1
10.882400,0
10.920540,1
11.220720,0
11.258880,1
11.559100,0
11.597260,1
11.897480,0
11.935640,1
12.235880,0
12.274020,1
12.574220,0
12.612380,1
12.912600,0
12.950780,1
13.250960,0
13.289100,1
13.589220,0
13.627360,1
13.927500,0
13.965660,1
14.265840,0
14.303980,1
14.604200,0
14.642360,1
14.942620,0
14.980800,1
15.281060,0
15.319220,1
15.619440,0
15.657600,1
15.957780,0
15.995940,1
16.296160,0
16.334300,1
16.634460,0
16.672620,1
16.972840,0
17.011000,1
17.311220,0
17.349380,1
17.649580,0
17.687740,1
17.987980,0
18.026140,1
18.326360,0
18.364520,1
18.664720,0
18.702880,1
19.003040,0
19.041180,1
19.341420,0
19.379560,1
19.679780,0
19.717920,1
20.018140,0
20.056300,1
20.356480,0
20.394620,1
20.694800,0
20.732960,1
21.033120,0
21.071280,1
21.371460,0
21.409600,1
21.709760,0
21.747920,1
22.048140,0
22.086300,1
22.386520,0
22.424680,1
22.724900,0
22.763060,1
23.063240,0
23.101400,1
23.401640,0
23.439800,1
23.740000,0
23.778160,1
24.078320,0
24.116480,1
24.416640,0
24.454780,1
24.754960,0
24.793120,1
25.093320,0
25.131480,1
25.431680,0
25.469860,1
25.770180,0
25.808340,1
26.108620,0
26.146780,1
26.447080,0
26.485240,1
26.785460,0
26.823620,1
27.123860,0
27.162020,1
27.462220,0
27.500360,1
27.800460,0
27.838620,1
28.138820,0
28.176980,1
28.477180,0
28.515340,1
28.815500,0
28.853660,1
