"Timestamp","Value"
0.000000,0
0.926800,1
0.929660,0
0.930520,1
0.939600,0
0.940480,1
0.942800,0
0.992760,1
0.994580,0
0.995460,1
0.997780,0
1.047740,1
1.049560,0
1.050440,1
1.052740,0
1.102700,1
1.104520,0
1.105400,1
1.107720,0
1.157680,1
1.159500,0
1.160360,1
1.162680,0
1.212640,1
1.214460,0
1.215320,1
1.217640,0
1.267600,1
1.269420,0
1.270300,1
1.272600,0
1.322580,1
1.324400,0
1.325260,1
1.327580,0
1.377560,1
1.379380,0
1.380240,1
1.382560,0
1.432540,1
1.434360,0
1.435240,1
1.437540,0
1.487520,1
1.489340,0
1.490220,1
1.492540,0
1.542500,1
1.544300,0
1.545180,1
1.547500,0
1.597440,1
1.599260,0
1.600140,1
1.602460,0
1.652400,1
1.654220,0
1.655100,1
1.657400,0
1.707360,1
1.709180,0
1.710040,1
1.712360,0
1.762320,1
1.764140,0
1.765000,1
1.767320,0
1.817260,1
1.819080,0
1.819960,1
1.822280,0
1.872220,1
1.874040,0
1.874920,1
1.877240,0
1.927180,1
1.929000,0
1.929880,1
1.932200,0
1.982140,1
1.983960,0
1.984840,1
1.987160,0
2.037120,1
2.038940,0
2.039800,1
2.042120,0
2.092100,1
2.093920,0
2.094780,1
2.097100,0
2.147060,1
2.148880,0
2.149760,1
2.152060,0
2.202040,1
2.203860,0
2.204720,1
2.207040,0
2.257000,1
2.258820,0
2.259700,1
2.262020,0
2.311980,1
2.313800,0
2.314660,1
2.316980,0
2.366960,1
2.368760,0
2.369640,1
2.371960,0
2.421920,1
2.423740,0
2.424620,1
2.426940,0
2.476900,1
2.478720,0
2.479600,1
2.481900,0
2.531880,1
2.533700,0
2.534580,1
2.536880,0
2.586860,1
2.588680,0
2.589560,1
2.591880,0
2.641860,1
2.643680,0
2.644540,1
2.646860,0
2.696840,1
2.698660,0
2.699540,1
2.701860,0
2.751820,1
2.753640,0
2.754500,1
2.756820,0
2.806800,1
2.808620,0
2.809480,1
2.811800,0
2.861780,1
2.863600,0
2.864480,1
2.866780,0
2.916760,1
2.918580,0
2.919460,1
2.921760,0
2.971720,1
2.973540,0
2.974400,1
2.976720,0
3.026680,1
3.028500,0
3.029380,1
3.031700,0
3.081660,1
3.083480,0
3.084360,1
3.086680,0
3.136640,1
3.138460,0
3.139340,1
3.141660,0
3.191640,1
3.193460,0
3.194320,1
3.196640,0
3.246620,1
3.248420,0
3.249300,1
3.251620,0
3.301600,1
3.303420,0
3.304280,1
3.306600,0
3.356560,1
3.358380,0
3.359260,1
3.361580,0
3.411520,1
3.413340,0
3.414220,1
3.416540,0
3.466500,1
3.468320,0
3.469200,1
3.471520,0
3.521480,1
3.523300,0
3.524160,1
3.526480,0
3.576440,1
3.578260,0
3.579140,1
3.581460,0
3.631420,1
3.633240,0
3.634120,1
3.636440,0
3.686400,1
3.688220,0
3.689100,1
3.691420,0
3.741380,1
3.743200,0
3.744080,1
3.746400,0
3.796360,1
3.798180,0
3.799060,1
3.801380,0
3.851340,1
3.853160,0
3.854040,1
3.856360,0
3.906320,1
3.908140,0
3.909020,1
3.911320,0
3.961280,1
3.963100,0
3.963980,1
3.966300,0
4.016260,1
4.018060,0
4.018940,1
4.021260,0
4.071220,1
4.073040,0
4.073900,1
4.076220,0
4.126180,1
4.128000,0
4.128860,1
4.131180,0
4.181140,1
4.182960,0
4.183840,1
4.186160,0
4.236120,1
4.237940,0
4.238800,1
4.241120,0
4.291080,1
4.292900,0
4.293780,1
4.296100,0
4.346060,1
4.347880,0
4.348760,1
4.351060,0
4.401040,1
4.402860,0
4.403720,1
4.406040,0
4.456000,1
4.457820,0
4.458700,1
4.461020,0
4.510980,1
4.512800,0
4.513660,1
4.515980,0
4.565940,1
4.567760,0
4.568640,1
4.570960,0
4.620920,1
4.622740,0
4.623620,1
4.625940,0
4.675900,1
4.677720,0
4.678600,1
4.680880,0
4.730840,1
4.732660,0
4.733540,1
4.735860,0
4.785820,1
4.787640,0
4.788500,1
4.790820,0
4.840780,1
4.842600,0
4.843480,1
4.845800,0
4.895760,1
4.897580,0
4.898460,1
4.900780,0
4.950740,1
4.952560,0
4.953420,1
4.955740,0
5.005700,1
5.007520,0
5.008400,1
5.010720,0
5.060680,1
5.062480,0
5.063360,1
5.065680,0
5.115640,1
5.117460,0
5.118340,1
5.120640,0
5.170620,1
5.172420,0
5.173300,1
5.175620,0
5.225580,1
5.227400,0
5.228280,1
5.230600,0
5.280560,1
5.282380,0
5.283240,1
5.285560,0
5.335520,1
5.337340,0
5.338220,1
5.340520,0
5.390480,1
5.392300,0
5.393180,1
5.395500,0
5.445440,1
5.447260,0
5.448140,1
5.450460,0
5.500400,1
5.502220,0
5.503100,1
5.505400,0
5.555360,1
5.557180,0
5.558040,1
5.560360,0
5.610320,1
5.612140,0
5.613020,1
5.615340,0
5.665280,1
5.667100,0
5.667980,1
5.670300,0
5.720260,1
5.722080,0
5.722960,1
5.725260,0
5.775240,1
5.777060,0
5.777940,1
5.780260,0
5.830220,1
5.832020,0
5.832900,1
5.835220,0
5.885180,1
5.887000,0
5.887880,1
5.890180,0
5.940160,1
5.941980,0
5.942840,1
5.945160,0
5.995120,1
5.996920,0
5.997800,1
6.000120,0
6.050060,1
6.051880,0
6.052760,1
6.055080,0
6.105040,1
6.106860,0
6.107740,1
